Canaldeatendimento,Cenariodaviolacao,Denunciaemergencial,Denunciante,Pais,UF,Frequencia,Iniciodasviolacoes,sl_quantidade_vitimas,Motivacao,sk_Vitima,sk_Datadecadastro,sk_GrupoVulnerario,sk_Suspeito,sk_tipoViolacao
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SE,DIARIAMENTE,HÁ UM MÊS,3.0,NÃO INFORMADO,082e03db-b19a-4599-a64a-1fa82997b87c,05f26624-e40d-4f96-a685-718e95cc6297,4f451b2b-7f74-4b04-832f-c7b3a352f83e,66beaf92-aabb-4ae2-91f5-c93095989a72,3dba5b13-225b-44fb-93d3-00b029a0b642
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,BA,DIARIAMENTE,HÁ UM MÊS,3.0,DA COABITAÇÃO/ CONVIVÊNCIA FAMILIAR/ RELAÇÃO AFETIVA,6f8c31d1-48bf-4de5-8eb5-4db1e76f8e2a,05f26624-e40d-4f96-a685-718e95cc6297,4f451b2b-7f74-4b04-832f-c7b3a352f83e,11df9d37-58e9-427a-826b-421bd067d763,18bad44c-325f-4a72-929c-c6184ba35d01
TELEFÔNICO,CASA DO AGRESSOR,NÃO,ANÔNIMO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,3.0,DA COABITAÇÃO/ CONVIVÊNCIA FAMILIAR/ RELAÇÃO AFETIVA,3abbc941-4042-4342-a07d-66d8679f94a4,05f26624-e40d-4f96-a685-718e95cc6297,4f451b2b-7f74-4b04-832f-c7b3a352f83e,3d5c2b82-235b-408d-9b2e-02ccd656a8fe,31168b16-07db-4442-a68e-c8c70d1928cb
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,PR,DIARIAMENTE,HÁ UM MÊS,6.0,POR CONDUTAS EXCESSIVAS/ DESNECESSÁRIAS/ DESACONSELHADAS,a289a293-d092-4c65-96e7-ef7e5e7c2b19,05f26624-e40d-4f96-a685-718e95cc6297,4f451b2b-7f74-4b04-832f-c7b3a352f83e,43f9a260-ad13-4121-991c-0bec607b1919,69c08830-0bcc-4bc2-8b77-568d9171c001
TELEFÔNICO,AMBIENTE VIRTUAL,NÃO,TERCEIRO,BRASIL,MG,MENSALMENTE,HÁ UM MÊS,1,AGRAVANTE.NA RELAÇÃO FAMILIAR,b5f0ec19-b0a7-4eaf-8165-9ed2846c11a7,06070b96-e6f2-4a43-8dca-92eb66a7dad1,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,89560785-8d04-414d-83b6-8826f38358c5,31168b16-07db-4442-a68e-c8c70d1928cb
WHATSAPP,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,ES,DIARIAMENTE,HÁ UM MÊS,1,AGRAVANTE.DA COABITAÇÃO/CONVIVÊNCIA FAMILIAR/RELAÇÃO AFETIVA,fb3acb99-7753-4500-8984-f16aceed7b30,06070b96-e6f2-4a43-8dca-92eb66a7dad1,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,04ae7179-df61-48a2-bede-33392a083443,151c0791-2fac-4004-adca-62584213a14f
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,RISCO IMINENTE DE MORTE DA VÍTIMA,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1,NÃO INFORMADO,8be7baaf-fa6e-4951-8993-22397e459667,06070b96-e6f2-4a43-8dca-92eb66a7dad1,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,f06bf02b-3637-4b98-ad45-67fdc3732a24,65945fec-8465-4aa4-a66e-e6b308e3ac7e
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,PB,NÃO SABE INFORMAR,HÁ UM MÊS,1,NÃO INFORMADO,b769f6a9-8664-4356-a460-ab65cbf51ccc,06070b96-e6f2-4a43-8dca-92eb66a7dad1,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,1fc8fbe8-1d90-4166-9502-7e6dd4c1df90,50645246-fe5d-49bd-b4fc-7f55666c191d
TELEFÔNICO,INSTITUIÇÃO DE LONGA PERMANÊNCIA DE IDOSO - ILPI,NÃO,A PRÓPRIA VÍTIMA,BRASIL,PE,DIARIAMENTE,HÁ UM MÊS,1,NÃO INFORMADO,2a9542bf-72e9-493f-a3ff-9f2c40a8e260,06070b96-e6f2-4a43-8dca-92eb66a7dad1,6d7250c1-a426-4978-8864-3877f0f94893,e118409f-ce15-4780-8eac-ce2afb7f6329,915725c8-f48d-484f-9eec-3a5539e67134
TELEFÔNICO,INSTITUIÇÃO DE ENSINO,NÃO,TERCEIRO,BRASIL,ES,SEMANALMENTE,HÁ UM MÊS,1,AGRAVANTE.COM FINS CORRETIVOS,ebd1c9a0-6980-41d2-a4eb-1b923d2cf67e,06070b96-e6f2-4a43-8dca-92eb66a7dad1,6d7250c1-a426-4978-8864-3877f0f94893,3884fa13-3ca6-48c6-a343-9d19d1c7b0d3,dea8c587-c531-4118-a37a-ef50645ebfd1
E-MAIL,INSTITUIÇÃO DE ENSINO,NÃO,TERCEIRO,BRASIL,PB,DIARIAMENTE,HÁ UM MÊS,1,AGRAVANTE.DO AGRESSOR POSSUIR INFLUÊNCIA JUNTO ÀS AUTORIDADES LOCAIS,573ca21a-efe4-44ce-b9be-cac7ce3a0e8f,06070b96-e6f2-4a43-8dca-92eb66a7dad1,6d7250c1-a426-4978-8864-3877f0f94893,4bc542f0-0ce8-4f4c-a5fb-2fbe2e6c7b71,e6913fdb-ab48-4f76-b0c0-2db9502cd3a4
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,RN,DIARIAMENTE,HÁ UM MÊS,1,MOTIVAÇÃO.EM RAZÃO DA IDADE,c6df4287-702b-4a15-9471-4dd5e0c7940c,06070b96-e6f2-4a43-8dca-92eb66a7dad1,6d7250c1-a426-4978-8864-3877f0f94893,a80497c8-4cc4-43d9-a703-fc84e2786a3b,356afd33-f9d6-44e0-ae5a-4eff5928c51f
TELEFÔNICO,LOCAL DE TRABALHO DA VÍTIMA,NÃO,TERCEIRO,BRASIL,MG,DIARIAMENTE,HÁ UM MÊS,1,AGRAVANTE.COM HUMILHAÇÃO,2191f8b9-1a43-4c5d-a008-3b6a1559b82c,06070b96-e6f2-4a43-8dca-92eb66a7dad1,4f451b2b-7f74-4b04-832f-c7b3a352f83e,265fbb15-a2b8-4335-8159-bc76a2cf05a2,55757055-e45d-4dcc-ab1d-e260c4f00d16
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,RJ,OCASIONALMENTE,HÁ UM MÊS,1,MOTIVAÇÃO.EM RAZÃO DA IDADE,27c1e7c9-e592-487b-8467-02e017a2fb60,06070b96-e6f2-4a43-8dca-92eb66a7dad1,4f451b2b-7f74-4b04-832f-c7b3a352f83e,9093d487-4e29-4f58-b723-433330a7c1e7,1a3b1c59-a661-4ee4-9750-3aceb6414ff0
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1,AGRAVANTE.DA COABITAÇÃO/CONVIVÊNCIA FAMILIAR/RELAÇÃO AFETIVA,0d8d33cc-267c-4fc3-a959-598c3742ec1d,06070b96-e6f2-4a43-8dca-92eb66a7dad1,4f451b2b-7f74-4b04-832f-c7b3a352f83e,a2f7a387-9922-40da-a0fa-f24c2b11c4a2,dea8c587-c531-4118-a37a-ef50645ebfd1
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,MG,DIARIAMENTE,HÁ UM MÊS,2,NÃO INFORMADO,a1886606-19e4-4cd2-9407-f94d137c67f2,06070b96-e6f2-4a43-8dca-92eb66a7dad1,4f451b2b-7f74-4b04-832f-c7b3a352f83e,ba085ae6-3303-43d8-a876-dc0195a38572,31168b16-07db-4442-a68e-c8c70d1928cb
TELEFÔNICO,CASA DO AGRESSOR,NÃO,TERCEIRO,BRASIL,MS,OCASIONALMENTE,HÁ UM MÊS,1,MOTIVAÇÃO.EM RAZÃO DA IDADE,e9a64f0c-2b49-426e-aebc-7c4582cd7591,06070b96-e6f2-4a43-8dca-92eb66a7dad1,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,6b5e662c-fc17-4bda-a5dc-a2b57a3060d6,120c0c9d-1a11-4023-b16b-060bf142268d
TELEFÔNICO,LOCAL DE TRABALHO DA VÍTIMA,NÃO,NÃO INFORMADO,BRASIL,SP,ÚNICA OCORRÊNCIA,HÁ UM MÊS,1,NÃO INFORMADO,0ca69e3b-0d6b-47de-8b46-6d48dec4f20d,06070b96-e6f2-4a43-8dca-92eb66a7dad1,88e80bf3-3038-4ade-942f-1fdfd8730ded,179ca2cd-e7af-4cdb-8c18-55cb16ac829e,151c0791-2fac-4004-adca-62584213a14f
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,A PRÓPRIA VÍTIMA,BRASIL,GO,DIARIAMENTE,HÁ UM MÊS,1,AGRAVANTE.DA COABITAÇÃO/CONVIVÊNCIA FAMILIAR/RELAÇÃO AFETIVA,f9a61cdd-83c0-497e-9699-1c80b750786a,06070b96-e6f2-4a43-8dca-92eb66a7dad1,6d7250c1-a426-4978-8864-3877f0f94893,826fef08-aa0f-419a-926e-ab104bdbba57,72e64a08-042c-4b11-adb6-72c87fdbdac9
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,MA,DIARIAMENTE,HÁ UM MÊS,1,MOTIVAÇÃO.EM RAZÃO DA IDADE,ba4ffa45-4b32-4d05-ac9c-2a748821d726,06070b96-e6f2-4a43-8dca-92eb66a7dad1,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,503333fd-2061-4c00-99b6-c45023759684,915725c8-f48d-484f-9eec-3a5539e67134
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,MS,DIARIAMENTE,HÁ UM MÊS,1,NÃO INFORMADO,4a511453-e75e-4ea4-9fd5-7262cb15d7b8,06070b96-e6f2-4a43-8dca-92eb66a7dad1,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,f551011b-b77e-4b2a-9825-4a2f182b6ffa,7e1b0b67-4a94-4ae5-986d-cdbdd4587248
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,MS,DIARIAMENTE,HÁ UM MÊS,1,AGRAVANTE.NA RELAÇÃO FAMILIAR,975fc1d9-806f-4675-bcd3-0d6c9ab3f6c2,06070b96-e6f2-4a43-8dca-92eb66a7dad1,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,a67683b6-5d20-47a8-9889-8a32e52f9ff8,48f7bde8-bb5e-4a70-badb-2dc98831e88f
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1,MOTIVAÇÃO.EM RAZÃO DA IDADE,8e78dc9a-921a-4976-820f-310d830a591d,06070b96-e6f2-4a43-8dca-92eb66a7dad1,4f451b2b-7f74-4b04-832f-c7b3a352f83e,e14ff1a9-1fb9-470a-beb9-0df7a764475d,50645246-fe5d-49bd-b4fc-7f55666c191d
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SC,DIARIAMENTE,HÁ UM MÊS,1,AGRAVANTE.NA RELAÇÃO FAMILIAR,1327a6ab-9c8e-4af0-ae20-d78a4c12138c,06070b96-e6f2-4a43-8dca-92eb66a7dad1,6d7250c1-a426-4978-8864-3877f0f94893,3887e6e3-6b20-4e9a-b6b0-de2e1f05db8b,48f7bde8-bb5e-4a70-badb-2dc98831e88f
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,MA,DIARIAMENTE,HÁ UM MÊS,1,AGRAVANTE.DA COABITAÇÃO/CONVIVÊNCIA FAMILIAR/RELAÇÃO AFETIVA,fd1271da-f5da-4087-9afd-993595e71fc4,06070b96-e6f2-4a43-8dca-92eb66a7dad1,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,4e623dca-3524-450c-86f5-ad1ea5d608af,1a3b1c59-a661-4ee4-9750-3aceb6414ff0
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1,AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS,1f8f9493-8576-427c-8762-f3e524279831,06070b96-e6f2-4a43-8dca-92eb66a7dad1,4f451b2b-7f74-4b04-832f-c7b3a352f83e,d3412415-b24a-46a0-98d7-d8177e1643ae,1a3b1c59-a661-4ee4-9750-3aceb6414ff0
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,MA,DIARIAMENTE,HÁ UM MÊS,1,AGRAVANTE.NA RELAÇÃO FAMILIAR,0c8837ca-cab6-4039-98ee-88450bf4f8bf,06070b96-e6f2-4a43-8dca-92eb66a7dad1,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,26391acf-8fda-4a24-9243-87a2b51a50bb,1a3b1c59-a661-4ee4-9750-3aceb6414ff0
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,RJ,MENSALMENTE,HÁ UM MÊS,1,NÃO INFORMADO,f460d681-f3c5-41b5-b506-ddb5f8ef79f9,06070b96-e6f2-4a43-8dca-92eb66a7dad1,6d7250c1-a426-4978-8864-3877f0f94893,7d15643d-6134-44d1-ae81-e9da292024ca,72e64a08-042c-4b11-adb6-72c87fdbdac9
WHATSAPP,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1,AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS,bcbb1e4a-95f3-4615-858b-56dc53741772,06070b96-e6f2-4a43-8dca-92eb66a7dad1,4f451b2b-7f74-4b04-832f-c7b3a352f83e,2ae48236-a61b-4366-b780-31987ae515f7,c4b31f84-7ecb-437d-a53f-a375a281db1f
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,RN,DIARIAMENTE,HÁ UM MÊS,1,MOTIVAÇÃO.EM RAZÃO DE SER MULHER,d934919b-552a-4186-9b84-a9c6ad3673a4,06070b96-e6f2-4a43-8dca-92eb66a7dad1,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,81b606f6-0963-4ec7-80b9-78d02015de7f,18bad44c-325f-4a72-929c-c6184ba35d01
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,RN,DIARIAMENTE,HÁ UM MÊS,1,AGRAVANTE.COM HUMILHAÇÃO,a8c680da-cdf6-4a9b-95c4-f651e50c82e5,06070b96-e6f2-4a43-8dca-92eb66a7dad1,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,1c2335b7-16eb-4e46-8602-98e2ca1d9dc5,1a3b1c59-a661-4ee4-9750-3aceb6414ff0
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SC,SEMANALMENTE,HÁ UM MÊS,1,AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS,66ac33e5-228c-4c91-93b6-cfd165f70d81,06070b96-e6f2-4a43-8dca-92eb66a7dad1,4f451b2b-7f74-4b04-832f-c7b3a352f83e,57ea5804-d71f-432c-a8a5-6ddb1efd53a7,15ab101c-0b27-4f3e-a13e-ad9507838f6c
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,MS,DIARIAMENTE,HÁ UM MÊS,1,AGRAVANTE.COM HUMILHAÇÃO,1f683f73-8dac-48f3-8f66-0a9eaaae1c0e,06070b96-e6f2-4a43-8dca-92eb66a7dad1,4f451b2b-7f74-4b04-832f-c7b3a352f83e,1d952197-4ca1-4fca-a941-293c55b0d54d,69c08830-0bcc-4bc2-8b77-568d9171c001
TELEFÔNICO,LOCAL DE TRABALHO DA VÍTIMA,NÃO,TERCEIRO,BRASIL,SC,DIARIAMENTE,HÁ UM MÊS,1,AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS,6be747e9-52a9-4251-99f7-83f9be77c98f,06070b96-e6f2-4a43-8dca-92eb66a7dad1,4f451b2b-7f74-4b04-832f-c7b3a352f83e,cf64bb82-0078-4ba0-8947-560e924fe026,dea8c587-c531-4118-a37a-ef50645ebfd1
TELEFÔNICO,VIA PÚBLICA,NÃO,TERCEIRO,BRASIL,PR,DIARIAMENTE,HÁ UM MÊS,1,MOTIVAÇÃO.EM RAZÃO DA IDADE,2567d9df-a9eb-41e4-bde0-d30953a5f392,06070b96-e6f2-4a43-8dca-92eb66a7dad1,4f451b2b-7f74-4b04-832f-c7b3a352f83e,ad16f223-019a-4421-9fe9-2b83ab2ebad8,31168b16-07db-4442-a68e-c8c70d1928cb
TELEFÔNICO,INSTITUIÇÃO DE LONGA PERMANÊNCIA DE IDOSO - ILPI,NÃO,A PRÓPRIA VÍTIMA,BRASIL,PE,DIARIAMENTE,HÁ UM MÊS,1,AGRAVANTE.COM HUMILHAÇÃO,be5aa55a-2474-4c98-8480-d18fc2a46e2c,06070b96-e6f2-4a43-8dca-92eb66a7dad1,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,098838e8-9c74-48c4-818a-44f855c8f561,6623af1c-aa6c-45a8-a53b-25856d2abbc2
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,RJ,OCASIONALMENTE,HÁ UM MÊS,1,AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS,2327f222-0d86-4d52-b3b4-ed48bf8a2524,06070b96-e6f2-4a43-8dca-92eb66a7dad1,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,6038602d-8e7a-43ff-9f78-21d82da26f66,50645246-fe5d-49bd-b4fc-7f55666c191d
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,RISCO IMINENTE DE MORTE DA VÍTIMA,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1,NÃO INFORMADO,c6d3a483-98d8-4687-9865-0c858ff7b4d6,06070b96-e6f2-4a43-8dca-92eb66a7dad1,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,ea2effe3-0a0b-41fe-8833-7be6d829e2b1,65945fec-8465-4aa4-a66e-e6b308e3ac7e
TELEFÔNICO,ÓRGÃOS PÚBLICOS,NÃO,A PRÓPRIA VÍTIMA,BRASIL,SC,DIARIAMENTE,HÁ UM MÊS,1,AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS,f0c3a477-5680-4b11-938c-9e739fe3d4bd,06070b96-e6f2-4a43-8dca-92eb66a7dad1,b708eb62-6f5c-432f-aec1-bd87f910847b,9bce3faf-b3ea-4fd9-8add-a01be79c9246,31168b16-07db-4442-a68e-c8c70d1928cb
WEBCHAT,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SE,DIARIAMENTE,HÁ UM MÊS,1,NÃO INFORMADO,a981b840-0a2c-4505-b814-ca042aa6a461,06070b96-e6f2-4a43-8dca-92eb66a7dad1,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,d159e207-a7bb-4468-ac87-4e788ea3cb57,31168b16-07db-4442-a68e-c8c70d1928cb
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1,NÃO INFORMADO,d8e74814-79dc-4e68-8948-54d8e673646d,06070b96-e6f2-4a43-8dca-92eb66a7dad1,4f451b2b-7f74-4b04-832f-c7b3a352f83e,13fb6167-7d5e-4e7d-aedc-236991736fb8,915725c8-f48d-484f-9eec-3a5539e67134
TELEFÔNICO,CASA DO AGRESSOR,NÃO,TERCEIRO,BRASIL,RJ,DIARIAMENTE,HÁ UM MÊS,1,AGRAVANTE.RESULTANDO EM LESÃO,5a86ef15-fcd7-416b-8ca7-4f4aa9d8382b,06070b96-e6f2-4a43-8dca-92eb66a7dad1,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,14b6c308-016d-4fdf-af15-077ebd5d0b24,15ab101c-0b27-4f3e-a13e-ad9507838f6c
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,RJ,OCASIONALMENTE,HÁ UM MÊS,1,AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS,b695deea-3906-42a4-9930-14ec0c03eaa4,06070b96-e6f2-4a43-8dca-92eb66a7dad1,4f451b2b-7f74-4b04-832f-c7b3a352f83e,19e49578-0fd3-4b69-a40c-df4e6b856b7b,69c08830-0bcc-4bc2-8b77-568d9171c001
TELEFÔNICO,CASA DA VÍTIMA,NÃO,ANÔNIMO,BRASIL,MG,DIARIAMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,60eaf507-c423-4e7e-aeeb-5c91b58d4e65,060c86e4-7b15-469d-a291-3c0924639199,4f451b2b-7f74-4b04-832f-c7b3a352f83e,e0b09551-73e0-452d-9836-5927ecf3a7e2,69c08830-0bcc-4bc2-8b77-568d9171c001
TELEFÔNICO,MANICÔMIO/HOSPITAL PSIQUIÁTRICO/CASA DE SAÚDE MENTAL,NÃO,A PRÓPRIA VÍTIMA,BRASIL,MG,OCASIONALMENTE,HÁ UM MÊS,1.0,EM RAZÃO DE ORIENTAÇÃO SEXUAL/ IDEOLOGIA DE GÊNERO,5f6d4cf4-dca2-47e0-b05f-b84e2aae7f11,060c86e4-7b15-469d-a291-3c0924639199,b0aad308-0415-41e0-839f-b8b8be0d52d2,f2e45093-3993-432a-9c3a-48fe3d483fe4,c4b31f84-7ecb-437d-a53f-a375a281db1f
TELEFÔNICO,CASA DA VÍTIMA,NÃO,A PRÓPRIA VÍTIMA,BRASIL,RJ,DIARIAMENTE,HÁ UM MÊS,1.0,COM FINS CORRETIVOS,ebff7809-74df-4917-9620-9625b2647b46,060c86e4-7b15-469d-a291-3c0924639199,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,aee06aa0-79a9-4617-982d-36ba4b626659,151c0791-2fac-4004-adca-62584213a14f
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,RS,DIARIAMENTE,HÁ UM MÊS,1.0,DA COABITAÇÃO/ CONVIVÊNCIA FAMILIAR/ RELAÇÃO AFETIVA,0b31fa9b-b611-4515-ad5f-7c272200ac8f,060c86e4-7b15-469d-a291-3c0924639199,4f451b2b-7f74-4b04-832f-c7b3a352f83e,bc09e2cc-9083-4b6d-b72a-ae9eba22a17f,c4b31f84-7ecb-437d-a53f-a375a281db1f
WHATSAPP,CASA DA VÍTIMA E DO AGRESSOR,NÃO,ANÔNIMO,BRASIL,GO,DIARIAMENTE,HÁ UM MÊS,1.0,POR CONDUTAS EXCESSIVAS/ DESNECESSÁRIAS/ DESACONSELHADAS,f7d9f619-ddd7-40a5-9cbe-b460c8ad9ab6,060c86e4-7b15-469d-a291-3c0924639199,4f451b2b-7f74-4b04-832f-c7b3a352f83e,136a68c3-2d07-4a4b-95e3-900bda12af76,69c08830-0bcc-4bc2-8b77-568d9171c001
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,CRIANÇA/ADOLESCENTE,BRASIL,MT,DIARIAMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,6c2f2f75-d80c-42db-8e89-1246d851e28a,060c86e4-7b15-469d-a291-3c0924639199,4f451b2b-7f74-4b04-832f-c7b3a352f83e,7116d53a-95ad-4961-8e5f-db81393d3c1d,1a3b1c59-a661-4ee4-9750-3aceb6414ff0
TELEFÔNICO,CASA DA VÍTIMA,NÃO,ANÔNIMO,BRASIL,RJ,SEMANALMENTE,HÁ UM MÊS,1.0,EM RAZÃO DA IDADE,110fce0d-45ea-4d7f-a02d-a242ad3eaf4e,060c86e4-7b15-469d-a291-3c0924639199,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,4de5d43d-5d13-422f-a187-9a70524c10c1,e08c2d6a-954d-4b69-92e9-d3070aea6290
TELEFÔNICO,CASA DA VÍTIMA,NÃO,A PRÓPRIA VÍTIMA,BRASIL,SP,SEMANALMENTE,HÁ UM MÊS,2.0,EM RAZÃO DA IDADE,7b56a7ad-dc7d-4c2a-b1d7-7c5a672d2b8c,060c86e4-7b15-469d-a291-3c0924639199,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,ab9d5db2-3017-49ed-955a-6b743ed50314,c4b31f84-7ecb-437d-a53f-a375a281db1f
TELEFÔNICO,UNIDADE DE MEDIDA SOCIOEDUCATIVA,NÃO,ANÔNIMO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1.0,COM HUMILHAÇÃO,dc9559ca-9a15-4ab1-8a67-638f57c486fb,060c86e4-7b15-469d-a291-3c0924639199,55fc9909-0327-4a74-9096-3382459407ce,ef0ed4ab-d638-4b38-b3a0-de7be493bc49,50645246-fe5d-49bd-b4fc-7f55666c191d
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,RISCO IMINENTE DE MORTE DA VÍTIMA,ANÔNIMO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,2.0,NÃO INFORMADO,c13fb87d-a2c9-4836-a831-cf7baefc5c82,066b855f-5a83-4b4c-a16e-5a0764688c33,4f451b2b-7f74-4b04-832f-c7b3a352f83e,9aa7890d-9e1f-4a8d-9b48-24e8e13d2dfe,915725c8-f48d-484f-9eec-3a5539e67134
TELEFÔNICO,UNIDADE PRISIONAL,NÃO,ANÔNIMO,BRASIL,PA,DIARIAMENTE,HÁ UM MÊS,1.0,POR CONDUTAS EXCESSIVAS/ DESNECESSÁRIAS/ DESACONSELHADAS,caf69d1d-58d7-4d82-bd8a-124ee38f62ca,066b855f-5a83-4b4c-a16e-5a0764688c33,b708eb62-6f5c-432f-aec1-bd87f910847b,05d6eeef-e8c8-441c-9a87-acc3323ec4c0,65945fec-8465-4aa4-a66e-e6b308e3ac7e
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,ANÔNIMO,BRASIL,PE,OCASIONALMENTE,HÁ UM MÊS,1.0,DA COABITAÇÃO/ CONVIVÊNCIA FAMILIAR/ RELAÇÃO AFETIVA,40dd2489-b640-41ef-956c-0ad399264e92,066b855f-5a83-4b4c-a16e-5a0764688c33,4f451b2b-7f74-4b04-832f-c7b3a352f83e,12df1025-9ddc-4f9e-9599-5c6c501ec4cd,31168b16-07db-4442-a68e-c8c70d1928cb
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,ANÔNIMO,BRASIL,DF,DIARIAMENTE,HÁ UM MÊS,1.0,"EM RAZÃO DE CONDIÇÕES FÍSICAS, SENSORIAIS, INTELECTUAIS OU MENTAIS",f4cb6809-f719-4eb5-b446-1c8bb87ef2d0,066b855f-5a83-4b4c-a16e-5a0764688c33,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,b961daee-6cf3-4536-96e7-edf9c79ee4da,72e64a08-042c-4b11-adb6-72c87fdbdac9
